koel|goel,keel,kohl,noel
mach|bach,each,gach,mace,mack,macs,mash,math,mech,mich,moch,much,nach,rach,tach
them|ahem,chem,teem,thee,then,thew,they,trem
daub|darb,daud,daur,daut,drub
monk|bonk,conk,gonk,honk,konk,mink,mock,mona,mong,mono,mons,mony,mook,mosk,ponk,tonk,wonk,zonk
girl|birl,cirl,dirl,gill,gird,girn,giro,girr,girt,grrl,gurl,nirl,pirl,tirl,virl
fill|bill,cill,dill,fall,fell,fila,file,filk,film,filo,fils,full,gill,hill,jill,kill,lill,mill,nill,pill,rill,sill,till,vill,will,yill,zill
bony|body,bogy,bona,bond,bone,bong,bonk,boxy,cony,mony,pony,tony
peal|beal,deal,feal,geal,heal,leal,meal,neal,paal,peag,peak,pean,pear,peas,peat,peau,peel,pell,pial,real,seal,teal,veal,weal,zeal
gobs|bobs,cobs,dobs,fobs,gabs,gibs,goas,gobi,gobo,goby,gods,goes,gons,goos,goss,govs,goys,gubs,hobs,jobs,kobs,lobs,mobs,nobs,robs,sobs,yobs
knot|knit,knob,knop,know,knut,snot
deke|debe,dele,deme,dene,dere,dike,duke,dyke,leke,peke,reke
heal|beal,deal,feal,geal,head,heap,hear,heat,heel,heil,hell,herl,leal,meal,neal,peal,real,seal,teal,veal,weal,zeal
male|bale,dale,eale,fale,gale,hale,kale,mabe,mace,made,mage,make,mala,mali,mall,malm,mals,malt,mane,mare,mase,mate,maze,mile,mole,mule,pale,rale,sale,tale,vale,wale,yale
loor|boor,door,goor,hoor,loir,loof,look,loom,loon,loop,loos,loot,lour,moor,poor
alas|abas,agas,aias,alae,alai,alan,alap,alar,alay,albs,ales,alfs,alls,alms,alps,alts,amas,anas,avas
broo|brio,brod,brog,bros,brow,proo
beam|bead,beak,beal,bean,bear,beat,beau,berm,blam,leam,ream,seam,team
veal|beal,deal,feal,geal,heal,leal,meal,neal,peal,real,seal,teal,veil,vell,vial,weal,zeal
fano|fado,fand,fane,fang,fank,fans,faro,fino,mano,nano
wigs|bigs,cigs,digs,figs,gigs,jigs,ligs,migs,pigs,rigs,sigs,tigs,vigs,wags,wins,wiss,wits,wogs,zigs
divs|devs,dibs,dies,difs,digs,dims,dins,dips,diss,dits,diva,dive,divi
punt|aunt,bunt,cunt,dunt,hunt,lunt,munt,pant,pent,pint,pont,puna,pung,punk,puns,puny,putt,runt
yest|best,fest,gest,hest,jest,kest,lest,nest,pest,rest,test,vest,west,yelt,yesk,yett,zest
ooze|coze,doze,moze,oose,oozy,toze
lave|cave,eave,fave,gave,have,lace,lade,lake,lame,lane,lare,lase,late,lava,lavs,laze,leve,live,love,nave,pave,rave,save,wave
sama|bama,cama,dama,gama,kama,lama,mama,pama,saga,same,samp,sams,sima,soma
kirn|airn,firn,girn,karn,kern,kiln,kirk,kirs,pirn
loid|foid,laid,load,loin,loir,lord,loud,roid,void
rowt|dowt,lowt,nowt,ront,root,rort,rost,rout,rows,towt
hend|bend,fend,hand,head,heed,heid,held,hens,hent,herd,hind,hond,lend,mend,pend,rend,send,tend,vend,wend
sods|bods,cods,dods,gods,hods,lods,mods,nods,pods,rods,sads,sobs,socs,soda,sogs,sohs,sols,soms,sons,sops,soss,sots,sous,sovs,sows,soys,suds,tods,yods
turd|burd,curd,nurd,surd,tund,turf,turk,turm,turn,turr,turs
jugs|bugs,dugs,fugs,hugs,jags,jigs,jogs,juds,juga,juts,lugs,mugs,nugs,pugs,rugs,tugs,vugs,yugs
cull|bull,call,cell,cill,coll,culm,cult,curl,dull,full,gull,hull,lull,mull,null,pull,sull,wull
mirv|mire,miri,mirk,miro,mirs,miry
flip|blip,clip,flap,flic,flim,flir,flit,flix,flop,slip
lare|bare,care,dare,fare,gare,hare,lace,lade,lake,lame,lane,lard,lari,lark,larn,lars,lase,late,lave,laze,lere,lire,lore,lure,lyre,mare,nare,pare,rare,tare,vare,ware,yare
jure|cure,dure,iure,jube,juke,jupe,jura,jury,jute,juve,lure,mure,pure,sure
boas|baas,bias,boab,boak,boar,boat,bobs,bods,bogs,bohs,bois,boks,boos,bops,bors,boss,bots,bows,boys,bras,goas,hoas,koas,loas,moas,poas
caul|call,carl,cauf,cauk,caum,caup,haul,maul,paul,saul,waul
flor|flir,floc,floe,flog,flop,flow
yips|dips,gips,hips,kips,lips,mips,nips,pips,rips,sips,tips,yaps,yeps,yids,yins,yipe,yups,zips
inby|inky,inly,inny
quat|buat,quad,quag,quai,quay,quit
bask|back,balk,bank,bark,base,bash,bass,bast,bauk,bawk,bisk,bosk,busk,cask,hask,mask,task
dunt|aunt,bunt,cunt,dant,dent,dint,duct,duet,duit,dune,dung,dunk,duns,dust,hunt,lunt,munt,punt,runt
rets|bets,fets,gets,hets,jets,kets,lets,mets,nets,pets,rats,rebs,recs,reds,rees,refs,regs,rehs,reis,rems,rens,reos,reps,rete,reus,revs,rews,rits,rots,ruts,sets,tets,vets,wets
baff|baft,barf,biff,boff,buff,caff,daff,faff,gaff,haff,naff,raff,waff,yaff
kief|fief,keef,kier,kiff,lief,nief,tief
then|shen,teen,than,thee,them,thew,they,thin,thon,when
cigs|bigs,cags,cids,cits,cogs,digs,figs,gigs,jigs,ligs,migs,pigs,rigs,sigs,tigs,vigs,wigs,zigs
mayo|kayo,mado,mako,mano,maya,mays
capn|cain,cann,capa,cape,caph,capi,capo,caps,carn
lops|bops,cops,dops,fops,hops,kops,laps,leps,lips,loas,lobs,lods,logs,lols,loos,lope,loss,lots,lous,lows,loys,mops,oops,pops,sops,tops,wops
tant|bant,cant,dant,gant,hant,kant,lant,pant,rant,sant,tact,tait,tana,tane,tang,tanh,tank,tans,tart,tatt,taut,tawt,tent,tint,vant,want
tall|ball,call,fall,gall,hall,lall,mall,pall,sall,taal,tael,tail,tala,talc,tale,tali,talk,tals,tell,till,toll,wall,yall
dims|aims,dams,dibs,dies,difs,digs,dime,dimp,dins,dips,diss,dits,divs,doms,hims,nims,rims,sims,vims
brod|brad,bred,brog,broo,bros,brow,prod,trod
alec|alee,alef,ales,alew
phon|chon,peon,phoh,phos,phot,pion,poon,thon
sean|bean,dean,gean,jean,lean,mean,pean,rean,scan,seal,seam,sear,seas,seat,seen,sewn,shan,span,swan,wean,yean
elds|elfs,elks,ells,elms,elts,ends,olds
deif|deaf,deid,deil,delf,neif,reif,seif
soap|koap,slap,snap,soak,soar,soop,soup,sowp,stap,swap
lede|bede,cede,lade,leke,leme,lere,leve,lode,lude,rede,yede
anon|aeon,agon,anan,anoa,anow,axon,azon
tomb|bomb,comb,tome,tomo,toms,womb
taha|haha,maha,tada,tahr,taka,tala,tana,tapa,tara,tata,tava,tawa,taxa
puna|buna,kuna,luna,pina,puha,puja,puka,pula,puma,pung,punk,puns,punt,puny,pupa,tuna
laps|baps,caps,daps,gaps,haps,japs,labs,lacs,lads,lags,lahs,lams,lapa,lars,lass,lats,lavs,laws,lays,leps,lips,lops,maps,naps,paps,raps,saps,taps,waps,yaps,zaps
jibs|bibs,dibs,fibs,gibs,jabs,jibb,jibe,jigs,jins,jobs,libs,mibs,nibs,ribs,sibs,vibs
moob|boob,doob,mood,mooi,mook,mool,moon,moop,moor,moos,moot,noob
fort|bort,dort,fart,font,foot,fora,forb,ford,fore,fori,fork,form,mort,port,rort,sort,tort,wort
tart|cart,dart,fart,gart,hart,kart,mart,part,tact,tait,tant,tara,tare,tarn,taro,tarp,tars,tatt,taut,tawt,tort,wart
tusk|busk,cusk,dusk,husk,lusk,musk,rusk,task,tuck,turk,tush
pick|dick,hick,kick,lick,mick,nick,oick,pack,peck,pica,pice,pics,pink,pirk,pock,puck,rick,sick,tick,wick
damn|dama,dame,damp,dams,darn,dawn
race|dace,face,lace,mace,pace,raca,rach,rack,racy,rade,rage,rake,rale,rape,rare,rase,rate,rave,raze,rice,tace
ufos|udos
albe|abbe,alae,alba,albs,alee,alme,aloe
pula|aula,gula,hula,kula,pela,pila,puha,puja,puka,pule,puli,pulk,pull,pulp,puls,pulu,puly,puma,puna,pupa
kits|aits,bits,cits,dits,fits,gits,hits,kats,kets,kids,kifs,kins,kips,kirs,kiss,kite,kith,lits,nits,pits,rits,sits,tits,wits,zits
nowt|dowt,lowt,newt,nott,nout,nowl,nown,nows,nowy,rowt,towt
cran|bran,clan,crab,crag,cram,crap,craw,cray,cron,cyan,gran
even|eten,ever,eves,evet,eyen,oven
caum|calm,cauf,cauk,caul,caup,chum,gaum
piet|diet,pied,pier,pies,pint,poet,pyet
flow|alow,blow,clow,flaw,flew,floc,floe,flog,flop,flor,frow,glow,plow,slow
ovum|
hads|bads,cads,dads,fads,gads,hade,hadj,haes,hags,hahs,hams,haps,hats,haws,hays,hods,lads,mads,nads,pads,rads,sads,tads,wads,yads
raia|raca,raga,raid,raik,rail,rain,rais,rait,raja,rana,rara,rasa,rata,raya
whoa|whod,whom,whoo,whop,whos,whot,whow
prau|frau,peau,prad,pram,prao,prat,pray
ayes|aces,ages,akes,ales,anes,apes,ares,ates,aves,awes,axes,ayus,byes,dyes,eyes,hyes,kyes,lyes,nyes,oyes,pyes,ryes,syes,tyes,wyes
pate|bate,cate,date,fate,gate,hate,late,mate,pace,page,pale,pane,pape,pare,pase,path,pats,patu,paty,pave,pote,rate,sate,tate,wate,yate
dace|dack,dale,dame,dare,date,daze,dice,duce,face,lace,mace,pace,race,tace
vlei|glei
ures|ares,eres,ires,ores,tres,ukes,ules,urbs,urds,urea,urns,urps,urus,uses,utes
love|cove,dove,hove,lave,leve,live,lobe,lode,loge,loke,lome,lone,lope,lore,lose,lote,lowe,move,rove,wove
griz|friz,grid,grig,grim,grin,grip,gris,grit
howl|bowl,cowl,dowl,fowl,gowl,howe,howf,howk,hows,jowl,nowl,sowl,yowl
appt|apps
feud|feed,fend,feod,feus,foud,leud
yows|bows,cows,dows,hows,jows,kows,lows,mows,nows,pows,rows,sows,tows,vows,wows,yaws,yews,yobs,yods,yoks,yous,yowe,yowl
kuzu|kudu,kuku,kuru,kutu,yuzu
dook|book,cook,dock,doek,doob,dool,doom,doon,door,doos,dork,douk,gook,hook,jook,kook,look,mook,nook,pook,rook,sook,took
gizz|fizz,hizz,jizz,mizz,tizz,zizz
wots|bots,cots,dots,hots,jots,lots,mots,nots,oots,pots,rots,sots,tots,wats,wets,wits,woes,wofs,wogs,woks,wons,woos,wops,wors,wows
hauf|cauf,haaf,haff,half,haud,haul,haut,houf,lauf
dint|aint,bint,dant,dent,dict,diet,dine,ding,dink,dino,dins,dipt,dirt,ditt,dunt,hint,lint,mint,oint,pint,tint,vint
blot|blat,blet,blob,bloc,blog,blow,boot,clot,plot,slot
agog|agon
kaph|caph,kapa,kapu,koph
enew|anew,eeew,enes,enow,knew
mool|bool,cool,dool,fool,gool,moil,moll,moob,mood,mooi,mook,moon,moop,moor,moos,moot,moyl,pool,sool,tool,wool
pill|bill,cill,dill,fill,gill,hill,jill,kill,lill,mill,nill,pall,pell,pial,pila,pile,pili,pily,pirl,poll,pull,rill,sill,till,vill,will,yill,zill
orca|orcs,orra
igad|egad
smut|saut,scut,shut,slut,smit,smug,smur,sout
vors|bors,cors,dors,hors,jors,kors,mors,nors,tors,vars,vers,voes,vogs,vols,vows,wors
wyle|fyle,hyle,kyle,wale,wile,wyte
mona|bona,dona,mana,mina,mola,mong,monk,mono,mons,mony,mora,mowa,moxa,moya,myna,nona,zona
wort|bort,dort,fort,mort,port,rort,sort,tort,wart,wert,wont,woot,word,wore,work,worm,worn,wors,wost
poem|poep,poet,prem
herm|berm,derm,ferm,germ,harm,helm,herb,herd,here,herl,hern,hero,herp,hers,hery,perm,term
pols|cols,dols,hols,jols,lols,mols,pals,poas,pods,pois,pole,polk,poll,polo,polt,poly,poms,pons,poos,pops,poss,pots,pows,puls,sols,vols,zols
awls|aals,ails,alls,awes,awns,owls
nags|bags,cags,dags,fags,gags,hags,jags,lags,mags,nabs,nads,naes,naga,nais,nams,nans,naos,naps,nats,navs,nays,negs,nogs,nugs,rags,sags,tags,vags,wags,yags,zags
hive|cive,dive,five,give,have,hide,hike,hire,hove,jive,live,rive,vive,wive
acid|abid,aced,amid,arid,avid
kish|bish,dish,eish,fish,hish,kesh,kiss,kist,kith,nish,pish,wish
foin|coin,fain,foen,fohn,foid,foie,foil,join,loin,roin
hate|bate,cate,date,fate,gate,hade,hake,hale,hame,hare,hath,hats,have,haze,hete,hote,hyte,late,mate,pate,rate,sate,tate,wate,yate
itll|ital
amus|amas,amis,amps,anus,ayus,emus,imus,umus
moxa|coxa,mola,mona,mora,mowa,moya
lows|bows,cows,dows,hows,jows,kows,laws,loas,lobs,lods,logs,lols,loos,lops,loss,lots,lous,lowe,lown,lowp,lowt,loys,mows,nows,pows,rows,sows,tows,vows,wows,yows
sovs|govs,savs,sevs,sobs,socs,sods,sogs,sohs,sols,soms,sons,sops,soss,sots,sous,sows,soys
rocs|docs,mocs,recs,robs,roch,rock,rods,roes,roks,roms,roos,rots,rows,rucs,socs,tocs
marg|darg,magg,mang,mara,marc,mard,mare,mark,marl,marm,mars,mart,mary
pout|bout,dout,gout,hout,lout,nout,peut,phut,poet,polt,pont,poot,port,post,pott,pouf,poui,pouk,pour,rout,sout,tout
capi|cadi,cami,capa,cape,caph,capn,capo,caps
snip|ship,skip,slip,snap,snib,snig,snit
rews|dews,hews,jews,mews,news,pews,raws,rebs,recs,reds,rees,refs,regs,rehs,reis,rems,rens,reos,reps,rets,reus,revs,rows,sews,tews,yews
vigs|bigs,cigs,digs,figs,gigs,jigs,ligs,migs,pigs,rigs,sigs,tigs,vags,vias,vibs,vids,vies,viga,vims,vins,vogs,vugs,wigs,zigs
toyo|boyo,toco,todo,toho,toko,tomo,topo,toro,toto,toys,yoyo
cups|caps,ceps,cops,cubs,cuds,cues,cums,curs,cuss,cuts,dups,gups,hups,oups,pups,sups,tups,yups
helo|delo,felo,halo,held,hele,hell,helm,help,hero,holo,relo
foam|flam,foal,form,loam,roam
doty|doby,dogy,domy,dopy,dory,dote,doth,dots,doxy,dozy,duty
fuci|duci,foci,fuck,fuji
unco|unce,unci,undo,unto
ball|baal,bael,bail,bald,bale,balk,balm,bals,balu,bawl,bell,bill,boll,bull,call,fall,gall,hall,lall,mall,pall,sall,tall,wall,yall
juju|juku
leet|beet,deet,feet,jeet,keet,leat,leed,leek,leep,leer,lees,left,lent,lept,lest,meet,weet
arsy|army,arse,arty
gade|bade,cade,fade,gadi,gado,gads,gage,gale,game,gane,gape,gare,gate,gave,gaze,gude,hade,jade,kade,lade,made,rade,sade,vade,wade
nide|aide,bide,cide,eide,fide,hide,nice,nidi,nids,nife,nine,nite,nixe,node,nude,ride,side,tide,vide,wide
ripp|kipp,repp,ripe,rips,ript,risp
rean|bean,dean,gean,jean,lean,mean,pean,read,reak,real,ream,reap,rear,reen,rein,roan,sean,wean,yean
cree|bree,cred,crem,crew,crue,dree,free,gree,pree,tree
cool|bool,coal,coil,coll,coof,cook,coom,coon,coop,coos,coot,cowl,dool,fool,gool,mool,pool,sool,tool,wool
alme|acme,alae,albe,alee,alma,alms,aloe
lyte|byte,cyte,gyte,hyte,kyte,late,lite,lote,lute,lyke,lyme,lyne,lyre,lyse,tyte,wyte
will|bill,cill,dill,fill,gill,hill,jill,kill,lill,mill,nill,pill,rill,sill,till,vill,wall,well,wiel,wild,wile,wili,wilt,wily,wull,yill,zill
levo|leno,leso,leva,leve,levs,levy
meng|feng,leng,mang,mend,mene,meno,mens,ment,menu,ming,mong,mung
onie|okie,once
pogo|gogo,logo,pego,poco,pogy,polo,pomo,popo,sogo
roji|goji,koji,roti
jabs|cabs,dabs,fabs,gabs,jags,jaks,jams,japs,jars,jass,jaws,jays,jibs,jobs,kabs,labs,nabs,sabs,tabs,wabs
gale|bale,dale,eale,fale,gade,gage,gala,gali,gall,gals,game,gane,gape,gare,gate,gave,gaze,gole,gule,hale,kale,male,pale,rale,sale,tale,vale,wale,yale
floe|aloe,flee,floc,flog,flop,flor,flow,flue,froe,sloe
link|bink,dink,fink,gink,jink,kink,lank,lick,lind,line,ling,linn,lino,lins,lint,liny,lirk,lisk,lunk,mink,oink,pink,rink,sink,tink,wink
cozy|coky,coly,cony,copy,cory,cosy,cowy,coxy,coze,dozy,fozy,oozy
jass|bass,jabs,jags,jaks,jams,japs,jars,jasp,jasy,jaws,jays,jess,joss,lass,mass,pass,rass,sass,tass
figo|fico,fido,figs,filo,fino
gled|bled,fled,gaed,geed,gied,glad,glee,gleg,glei,glen,gley,glid,pled,sled
lins|ains,bins,dins,fins,gins,hins,jins,kins,lens,lias,libs,lids,lies,ligs,lind,line,ling,link,linn,lino,lint,liny,lips,lits,luns,pins,rins,sins,tins,vins,wins,yins,zins
yark|bark,cark,dark,hark,jark,kark,lark,mark,nark,park,rark,sark,wark,yack,yank,yard,yare,yarn,yarr,yerk,yirk,york
prem|crem,poem,pram,pree,prep,prex,prey,prez,prim,prom,trem
seep|beep,deep,geep,jeep,keep,leep,meep,neep,peep,seed,seek,seel,seem,seen,seer,sees,skep,step,veep,weep
yegg|tegg
iter|icer,item
blat|beat,bhat,blab,blad,blae,blag,blah,blam,blaw,blay,blet,blot,boat,brat,buat,clat,flat,plat,slat
dued|cued,deed,died,duad,duel,dues,duet,dyed,hued,rued,sued
ones|anes,enes,obes,odes,okes,oles,oner,onos,onus,opes,ores,oses,owes,oxes,oyes
hale|bale,dale,eale,fale,gale,hade,hake,half,hall,halm,halo,halt,hame,hare,hate,have,haze,hele,hole,hule,hyle,kale,male,pale,rale,sale,tale,vale,wale,yale
mart|cart,dart,fart,gart,hart,kart,malt,mara,marc,mard,mare,marg,mark,marl,marm,mars,mary,mast,matt,maut,mort,part,tart,wart
efts|eats,effs,elts,ests,ewts
boto|bato,bito,bobo,boho,boko,bolo,bota,both,bots,bott,boyo,bozo,koto,loto,moto,roto,toto
vina|eina,kina,mina,pina,vena,viga,vine,vino,vins,vint,viny,visa,vita,viva
loci|foci,lobi,loca,loch,lock,loco,loti
bubu|babu,buba,bubo,bubs
jazz|bazz,jazy,jizz,razz,wazz
wawe|wade,wage,wake,wale,wame,wane,ware,wase,wate,wave,wawa,wawl,waws
arts|acts,aits,alts,ants,apts,arbs,arcs,ards,ares,arfs,aris,arks,arms,arti,arty,orts
fury|bury,fumy,furl,furr,furs,jury
vias|aias,bias,lias,pias,rias,viae,vial,vibs,vids,vies,vigs,vims,vins
milt|gilt,hilt,jilt,kilt,lilt,malt,melt,mild,mile,milk,mill,milo,mils,mint,mist,mitt,mixt,molt,silt,tilt,wilt
wany|cany,many,wady,waly,wand,wane,wang,wank,wans,want,wary,wavy,waxy,winy,zany
bien|been,bier,bren,gien,lien,mien,sien
hery|aery,eery,herb,herd,here,herl,herm,hern,hero,herp,hers,very
hypo|gypo,hype,hyps,typo
doum|doom,dorm,douc,douk,doun,doup,dour,dout,doux,drum,roum,soum
suhs|sohs,subs,suds,sues,suks,sums,suns,sups,suqs,suss
spif|seif,spic,spie,spik,spim,spin,spit,spiv
gora|bora,fora,gore,gorg,gori,gorm,gorp,gory,hora,iora,kora,mora,sora,tora
tuck|buck,duck,fuck,guck,huck,luck,muck,puck,ruck,suck,tack,tick,tock,turk,tusk,yuck
luge|euge,huge,loge,lube,luce,lude,lugs,luke,lune,lure,lute,luxe
paik|faik,haik,kaik,laik,maik,naik,pack,paid,pail,pain,pair,pais,park,pawk,raik
duci|duce,duck,duct,fuci
coxa|coca,coda,cola,coma,coxy,moxa
limo|lido,lilo,lima,limb,lime,limn,limp,limy,lino,lipo
jell|bell,cell,dell,fell,hell,jeel,jill,joll,kell,mell,pell,sell,tell,vell,well,yell
jinx|jing,jink,jinn,jins,jynx,minx
haka|haha,hake,haku,hapa,hoka,kaka,taka,waka
back|bach,bacs,balk,bank,bark,bask,bauk,bawk,beck,bock,buck,cack,dack,gack,hack,jack,lack,mack,pack,rack,sack,tack,wack,yack,zack
buat|beat,bhat,blat,boat,brat,bunt,bust,butt,quat
fave|cave,eave,face,fade,fake,fale,fame,fane,fare,fate,fava,faze,five,gave,have,lave,nave,pave,rave,save,wave
mire|cire,dire,fire,hire,lire,mare,mere,mice,mike,mile,mime,mine,miri,mirk,miro,mirs,mirv,miry,mise,mite,more,mure,sire,tire,vire,wire
cusp|cush,cusk,cuss
ogle|ogee,ogre,orle
cask|bask,cack,calk,cark,casa,case,cash,cast,cauk,cawk,cusk,hask,mask,task
alco|algo,alko,aloo,also,alto,arco
hens|bens,cens,dens,fens,gens,hehs,hems,hend,hent,heps,hers,hets,hews,heys,hins,hons,huns,kens,lens,mens,pens,rens,sens,tens,wens,yens
hies|dies,gies,haes,hied,hims,hins,hips,hiss,hits,hoes,hues,hyes,lies,nies,pies,sies,ties,vies
augh|argh,eugh,pugh,sugh,vugh
cist|bist,cast,cost,cyst,fist,gist,hist,kist,list,mist,sist,wist
dido|dado,didi,didy,dino,dodo,fido,lido
dike|bike,deke,dice,dika,dime,dine,dire,dite,dive,duke,dyke,fike,hike,kike,like,mike,pike,sike,tike,yike
sere|bere,cere,dere,fere,gere,here,lere,mere,pere,sele,seme,sene,sera,serf,serk,serr,sers,sese,sire,sore,sure,were
wasm|warm,wase,wash,wasp,wast
dash|bash,cash,desh,dish,dosh,dush,fash,gash,hash,lash,mash,pash,rash,sash,tash,wash
seam|beam,leam,ream,scam,seal,sean,sear,seas,seat,seem,sham,slam,spam,swam,team
crim|brim,cram,crem,crib,crip,cris,crit,grim,prim,trim
bore|bare,bere,bode,boke,bole,bone,bora,bord,bork,borm,born,bors,bort,byre,core,dore,fore,gore,hore,kore,lore,more,pore,rore,sore,tore,wore,yore
oeil|ceil,deil,heil,seil,teil,veil,weil
toze|coze,doze,moze,ooze,toge,toke,tole,tome,tone,tope,tore,tose,tote
yank|bank,dank,fank,hank,jank,lank,rank,sank,tank,wank,yack,yang,yark
much|mach,mech,mich,moch,muck,mush,ouch,such,yuch
ores|ares,eres,ires,obes,odes,okes,oles,ones,opes,orbs,orcs,ords,orfs,orgs,orts,oses,owes,oxes,oyes,tres,ures
faze|daze,face,fade,fake,fale,fame,fane,fare,fate,fave,fuze,gaze,haze,laze,maze,naze,raze
naam|maam,naan,nyam
nary|mary,narc,nard,nare,nark,navy,oary,vary,wary
mick|dick,hick,kick,lick,mack,meck,mica,mice,mich,mico,mics,milk,mink,mirk,mock,muck,nick,oick,pick,rick,sick,tick,wick
dawk|bawk,cawk,dack,dank,dark,dawd,dawg,dawn,daws,dawt,gawk,hawk,lawk,mawk,pawk
falx|calx,faix,fale,fall,faux
oots|bots,cots,dots,hots,jots,lots,mots,nots,oats,oofs,oohs,ooms,oons,oops,opts,orts,outs,owts,pots,rots,sots,tots,wots
tine|aine,bine,cine,dine,eine,fine,kine,line,mine,nine,pine,rine,sine,tane,tene,tice,tide,tige,tike,tile,time,tind,ting,tink,tins,tint,tiny,tire,tite,tone,tune,tyne,vine,wine,zine
lied|died,gied,hied,leed,lief,lien,lier,lies,lieu,lind,nied,pied,tied,vied
haut|daut,faut,haat,haet,haft,halt,hant,hart,hast,haud,hauf,haul,hawt,hout,maut,saut,taut,vaut
gaur|baur,daur,faur,gair,gaud,gaum,gaun,gaup,gaus,waur
sjoe|shoe,sloe
chin|cain,chia,chib,chic,chid,chik,chip,chis,chit,chiv,chiz,chon,chun,coin,shin,thin,whin
aces|aced,acer,acts,ages,akes,ales,anes,apes,ares,ates,aves,awes,axes,ayes,ices
delf|deaf,deif,dele,deli,dell,delo,dels,delt,pelf,self
tern|dern,fern,hern,kern,pern,tarn,teen,tein,terf,term,torn,turn
yong|bong,dong,gong,hong,jong,long,mong,nong,pong,rong,song,tong,yang,yond,yoni,yont
loke|boke,coke,hoke,joke,lake,leke,like,lobe,lode,loge,lome,lone,lope,lore,lose,lote,love,lowe,luke,lyke,moke,poke,roke,soke,toke,woke,yoke
jhil|jail
says|bays,cays,days,fays,gays,hays,jays,kays,lays,mays,nays,pays,rays,sabs,sacs,sads,sags,sais,sals,sams,sans,saps,sars,sass,savs,saws,seys,soys,tays,ways,yays
poas|boas,goas,hoas,koas,loas,moas,peas,pias,pods,pois,pols,poms,pons,poos,pops,poss,pots,pows,pyas
lira|lima,lipa,lire,liri,lirk,lyra
dues|cues,daes,dees,dies,does,dubs,duds,dued,duel,duet,dugs,duns,duos,dups,dyes,gues,hues,kues,lues,rues,sues
baza|baba,bama,baya,bazz
kues|cues,dues,gues,hues,kaes,kueh,kyes,lues,rues,sues
fuji|fuci
hero|aero,cero,dero,haro,helo,herb,herd,here,herl,herm,hern,herp,hers,hery,kero,nero,wero,zero
voes|does,foes,goes,hoes,joes,moes,noes,roes,toes,vaes,vees,vies,vogs,vols,vors,vows,woes
irie|brie,irid,iris,trie
ceps|caps,ceas,cees,cels,cens,cepe,cess,cops,cups,deps,heps,keps,leps,neps,peps,reps,seps,yeps,zeps
pans|bans,cans,dans,eans,fans,gans,kans,mans,nans,pacs,pads,pahs,pais,paks,pals,pams,pand,pane,pang,pani,pant,paps,pars,pass,pats,pavs,paws,pays,pens,pins,pons,puns,sans,tans,vans,wans
gowf|dowf,goaf,goff,golf,goof,gowd,gowk,gowl,gown,howf,sowf,wowf
neps|ceps,deps,heps,keps,leps,naps,nebs,neds,nefs,negs,neks,ness,nets,news,nips,peps,reps,seps,yeps,zeps
cobb|cobs,comb
oped|aped,ohed,open,opes,opex,owed,sped
feed|deed,feeb,feel,feen,feer,fees,feet,fend,feod,feud,fled,geed,heed,jeed,leed,meed,need,peed,reed,seed,teed,weed,yeed
pool|bool,cool,dool,fool,gool,mool,poll,pood,poof,pooh,pook,poon,poop,poor,poos,poot,sool,tool,wool
feat|beat,feal,fear,feet,felt,fent,fest,fett,fiat,flat,frat,geat,heat,jeat,leat,meat,neat,peat,seat,teat
wakf|waff,waif,waka,wake,waqf
dixy|dexy,didy,dixi,doxy,mixy,nixy,pixy
aunt|aint,aune,bunt,cunt,dunt,hunt,lunt,munt,punt,runt
wont|font,oont,pont,ront,want,went,wonk,wons,woot,wort,wost,yont
mitt|bitt,ditt,fitt,matt,milt,mint,mist,mite,mity,mixt,mott,mutt,ritt
huss|buss,cuss,fuss,hiss,hoss,hubs,hues,hugs,huis,hums,huns,hups,hush,husk,huso,huts,muss,puss,suss,wuss
rana|kana,lana,mana,nana,raca,raga,raia,raja,rand,rang,rani,rank,rant,rara,rasa,rata,raya,tana
gree|bree,cree,dree,free,ghee,glee,gren,grew,grex,grey,grue,pree,tree
geal|beal,deal,feal,gean,gear,geas,geat,goal,gyal,heal,leal,meal,neal,peal,real,seal,teal,veal,weal,zeal
juke|buke,cuke,duke,jake,joke,jube,juku,jupe,jure,jute,juve,luke,nuke,puke,yuke
sorb|dorb,forb,sora,sord,sore,sori,sorn,sort
kayo|kago,karo,kays,mayo
park|bark,cark,dark,hark,jark,kark,lark,mark,nark,pack,paik,para,pard,pare,parp,parr,pars,part,pawk,perk,pirk,pork,rark,sark,wark,yark
pish|bish,dish,eish,fish,hish,kish,nish,pash,pise,piso,piss,pith,posh,push,wish
hyke|byke,dyke,fyke,hake,hike,hoke,hyle,hype,hyte,lyke,ryke,syke,tyke
inky|icky,ikky,inby,inks,inly,inny
nors|bors,cors,dors,hors,jors,kors,mors,nobs,nods,noes,nogs,noms,nori,nork,norm,nots,nous,nows,noys,nurs,tors,vors,wors
gees|bees,cees,dees,fees,gaes,geas,geds,geed,geek,geep,geez,gels,gems,gens,geos,gets,gies,goes,gues,jees,lees,mees,pees,rees,sees,tees,vees,wees,zees
skaw|scaw,shaw,skag,skas,skat,skew,slaw,snaw,spaw,staw
jins|ains,bins,dins,fins,gins,hins,jibs,jigs,jing,jink,jinn,jinx,kins,lins,pins,rins,sins,tins,vins,wins,yins,zins
